event_index,population,gate_id,depth,gate_path
202,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
203,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
204,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
205,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
206,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
207,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
208,H,Gate_H,0,Gate_H
209,C,001__C__SSC-A__CD45_APC-A750-A,0,001__C__SSC-A__CD45_APC-A750-A
210,C,001__C__SSC-A__CD45_APC-A750-A,0,001__C__SSC-A__CD45_APC-A750-A
211,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
212,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
213,C,001__C__SSC-A__CD45_APC-A750-A,0,001__C__SSC-A__CD45_APC-A750-A
214,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
215,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
216,H,Gate_H,0,Gate_H
217,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
218,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
219,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
220,UNGATED,,-1,
221,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
222,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
223,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
224,G,Gate_G,0,Gate_G
225,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
226,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
227,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
228,UNGATED,,-1,
229,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
230,UNGATED,,-1,
231,UNGATED,,-1,
232,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
233,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
234,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
235,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
236,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
237,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
238,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
239,UNGATED,,-1,
240,H,Gate_H,0,Gate_H
241,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
242,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
243,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
244,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
245,UNGATED,,-1,
246,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
247,H,Gate_H,0,Gate_H
248,UNGATED,,-1,
249,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
250,H,Gate_H,0,Gate_H
251,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
252,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
253,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
254,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
255,G,Gate_G,0,Gate_G
256,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
257,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
258,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
259,UNGATED,,-1,
260,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
261,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
262,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
263,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
264,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
265,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
266,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
267,UNGATED,,-1,
268,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
269,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
270,UNGATED,,-1,
271,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
272,C,001__C__SSC-A__CD45_APC-A750-A,0,001__C__SSC-A__CD45_APC-A750-A
273,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
274,UNGATED,,-1,
275,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
276,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
277,UNGATED,,-1,
278,H,Gate_H,0,Gate_H
279,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
280,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
281,UNGATED,,-1,
282,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
283,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
284,UNGATED,,-1,
285,UNGATED,,-1,
286,UNGATED,,-1,
287,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
288,UNGATED,,-1,
289,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
290,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
291,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
292,UNGATED,,-1,
293,F,001__F__SSC-A__CD45_APC-A750-A,0,001__F__SSC-A__CD45_APC-A750-A
294,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
295,Lym,001__Lym__SSC-A__CD45_APC-A750-A,0,001__Lym__SSC-A__CD45_APC-A750-A
296,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
297,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
298,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
299,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
300,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
301,UNGATED,,-1,
302,Gra,001__Gra__SSC-A__CD45_APC-A750-A,0,001__Gra__SSC-A__CD45_APC-A750-A
303,G,Gate_G,0,Gate_G
