sample_id,event_index,cell_type
003,277,Lym
003,279,Gra
003,283,Gra
003,286,F
003,287,Gra
003,288,Lym
003,289,Gra
003,290,Lym
003,291,Gra
003,292,F
003,293,F
003,294,Gra
003,296,Gra
003,298,F
003,299,Gra
003,300,Gra
003,302,Gra
003,303,F
003,305,F
003,307,Gra
003,308,F
003,310,Gra
003,311,Gra
003,312,F
003,313,Gra
003,315,F
003,316,Gra
003,318,F
003,319,Gra
003,321,F
003,322,F
003,323,Gra
003,324,C
003,326,Gra
003,329,F
003,330,Lym
003,331,Gra
003,332,Gra
003,333,Gra
003,334,Gra
003,335,Gra
003,336,Gra
003,337,Gra
003,338,F
003,340,Gra
003,342,F
003,344,F
003,346,F
003,348,C
003,349,Gra
003,351,Gra
003,353,Gra
003,354,Gra
003,358,Lym
003,359,F
003,360,Lym
003,361,Lym
003,362,Lym
003,363,Gra
003,364,Gra
003,365,F
003,366,Gra
003,369,Gra
003,370,Gra
003,373,Gra
003,374,Gra
003,375,F
003,376,F
003,378,Gra
003,379,Gra
003,380,Gra
003,381,H
003,382,Gra
003,384,G
003,386,Mono
003,387,Gra
003,388,Gra
003,390,Gra
003,392,Gra
003,393,Gra
003,394,C
003,395,F
003,397,F
003,399,Gra
003,401,G
003,402,C
003,403,Gra
003,404,Lym
003,405,Gra
003,406,Gra
003,407,Gra
003,408,F
003,409,F
003,412,Gra
003,414,F
003,415,F
003,416,F
003,417,Gra
003,418,Gra
003,420,G
003,421,Lym
003,422,Gra
003,423,Gra
003,425,Gra
003,426,Gra
003,427,Gra
003,429,Gra
003,430,F
003,431,F
003,432,F
003,433,F
003,434,Lym
003,435,F
003,436,F
003,437,Gra
003,439,C
003,440,F
003,442,Gra
003,443,Gra
003,445,Gra
003,446,Gra
003,447,Lym
003,451,Gra
003,452,F
003,453,Gra
003,454,F
003,455,Gra
003,456,Gra
003,458,Gra
003,460,Gra
003,461,Lym
003,462,Gra
003,463,F
003,467,Gra
003,468,F
003,470,Gra
003,471,Gra
003,472,F
003,473,Gra
003,474,G
003,475,Lym
003,478,Gra
003,479,F
003,480,Gra
003,481,F
003,482,F
003,483,Gra
003,484,Gra
003,485,Gra
003,487,F
003,490,Gra
003,491,F
003,492,F
003,494,F
003,495,F
003,497,F
003,498,G
003,499,Gra
003,500,F
003,503,Gra
003,506,Gra
003,507,Gra
003,509,Gra
003,510,Gra
003,511,Lym
003,513,Gra
003,514,Gra
003,516,F
003,517,F
003,518,Gra
003,519,Gra
003,520,Gra
003,521,F
003,523,Gra
003,524,F
003,525,Gra
003,526,F
003,527,Gra
003,529,Gra
003,530,Gra
003,532,F
003,533,F
003,534,F
003,535,Gra
003,536,Lym
003,537,Gra
003,538,Gra
003,539,F
003,540,F
003,541,Gra
003,542,F
003,543,F
003,544,Gra
003,545,Lym
003,546,F
003,547,Gra
003,548,F
003,549,Gra
003,551,F
003,552,Lym
003,553,Gra
003,557,F
003,558,Gra
003,559,F
003,560,F
003,561,G
003,562,F
003,563,Gra
003,564,F
003,565,F
003,566,Gra
003,567,F
003,568,Gra
003,569,F
003,570,Gra
003,572,F
003,573,Gra
003,575,F
003,576,F
003,577,H
003,578,Lym
003,579,Gra
003,580,Gra
003,581,F
003,582,G
003,583,Gra
003,584,Lym
003,585,F
003,586,Gra
003,587,Gra
003,588,Gra
003,589,Gra
003,590,F
003,591,F
003,592,F
003,594,F
003,596,Gra
003,597,G
003,599,Gra
003,600,H
003,601,Gra
003,602,Gra
003,603,Gra
003,604,F
003,605,Lym
003,606,F
003,607,C
003,608,Lym
003,611,Gra
003,612,Lym
003,613,Gra
003,614,F
003,615,Gra
003,616,F
003,617,Lym
003,619,Lym
003,620,Lym
003,621,Gra
003,622,Gra
003,624,F
003,625,F
003,626,C
003,627,F
003,628,Gra
003,629,H
003,630,H
003,631,Gra
003,634,F
003,635,Gra
003,636,Lym
003,637,C
003,638,F
003,639,Gra
003,641,F
003,642,Lym
003,643,G
003,644,Gra
003,645,C
003,646,Gra
003,647,Gra
003,649,F
003,650,F
003,651,F
003,652,Gra
003,653,C
003,654,Gra
003,655,F
003,656,Gra
003,657,F
003,659,Gra
003,660,Gra
003,662,Gra
003,663,F
003,665,F
003,666,Gra
003,667,Gra
003,669,F
003,670,Gra
003,672,F
003,674,Gra
003,675,Gra
003,677,G
003,679,Gra
003,680,Lym
003,681,Lym
003,682,Lym
003,684,Gra
003,686,Gra
003,687,Gra
003,689,F
003,690,Gra
003,691,Lym
003,692,F
003,693,Gra
003,694,Gra
003,695,F
003,696,Gra
003,697,F
003,698,Lym
003,699,Gra
003,700,F
003,701,G
003,703,F
003,704,F
003,706,F
003,707,Gra
003,708,G
003,709,C
003,711,Gra
003,713,F
003,714,Lym
003,715,Gra
003,716,F
003,717,Gra
003,719,Lym
003,720,F
003,722,F
003,723,F
003,724,F
003,727,G
003,728,F
003,730,Gra
003,733,F
003,734,F
003,735,Gra
003,736,Gra
003,737,F
003,738,Gra
003,739,Gra
003,740,Gra
003,741,Gra
003,742,Gra
003,743,Gra
003,745,F
003,746,Gra
003,747,F
003,748,F
003,749,Gra
003,750,Lym
003,751,Gra
003,752,G
003,753,Lym
003,754,F
003,757,F
003,758,Gra
003,759,Lym
003,760,F
003,761,Lym
003,762,Gra
003,763,Lym
003,765,Gra
003,766,Gra
003,767,Gra
003,768,Gra
003,770,Gra
003,771,F
003,772,F
003,773,Gra
003,774,Gra
003,775,F
003,776,Gra
003,777,Gra
003,779,F
003,780,F
003,781,H
003,782,Gra
003,783,Gra
003,786,Gra
003,788,C
003,790,Gra
003,791,F
003,793,F
003,794,Gra
003,795,F
003,796,F
003,797,Gra
003,798,Gra
003,801,F
003,802,F
003,803,Gra
003,804,F
003,805,F
003,806,Gra
003,808,F
003,809,F
003,811,F
003,812,F
003,813,F
003,814,F
003,815,Gra
003,816,F
003,817,Gra
003,821,Gra
003,822,Gra
003,823,Gra
003,824,Gra
003,825,Lym
003,827,Gra
003,830,Lym
003,831,F
003,833,Gra
003,834,H
003,835,Gra
003,836,Gra
003,837,Gra
003,838,F
003,839,F
003,841,G
003,843,Gra
003,844,Gra
003,845,Gra
003,846,Gra
003,847,F
003,848,Lym
003,849,F
003,851,Gra
003,853,F
003,854,Gra
003,855,F
003,856,Gra
003,859,Gra
003,860,Gra
003,861,Gra
003,862,Gra
003,863,Gra
003,864,F
003,865,Gra
003,866,Gra
003,869,Gra
003,870,Gra
003,871,Gra
003,873,Lym
003,874,Gra
003,875,Lym
003,876,Gra
003,877,Gra
003,878,C
003,879,Gra
003,881,Gra
003,882,Gra
003,884,Gra
003,886,Gra
003,888,Gra
003,889,Gra
003,890,F
003,892,F
003,893,F
003,896,G
003,897,Gra
003,898,F
003,899,Gra
003,900,F
003,901,Gra
003,902,F
003,903,F
003,905,Gra
003,906,Lym
003,907,Gra
003,908,Gra
003,909,Gra
003,910,Gra
003,914,Gra
003,915,F
003,918,Gra
003,919,Gra
003,920,F
003,921,Gra
003,924,Gra
003,927,F
003,928,F
003,929,F
003,930,F
003,932,Lym
003,933,F
003,934,F
003,935,Gra
003,936,Lym
003,937,F
003,938,Lym
003,940,Gra
003,941,Lym
003,942,Gra
003,943,F
003,944,Gra
003,945,Lym
003,946,F
003,947,Gra
003,949,C
003,950,Gra
003,951,Gra
003,952,C
003,953,F
003,954,F
003,956,Gra
003,957,Gra
003,958,Gra
003,959,Gra
003,960,Gra
003,962,Gra
003,963,Gra
003,964,F
003,965,Gra
003,966,Gra
003,968,Gra
003,969,F
003,971,Gra
003,972,F
003,973,Gra
003,975,F
003,976,F
003,977,Gra
003,978,G
003,979,C
003,980,F
003,981,Gra
003,983,Gra
003,986,Gra
003,987,F
003,989,Gra
003,990,Gra
003,991,Gra
003,992,F
003,993,Gra
003,995,G
003,996,Lym
003,999,C
003,1000,Gra
003,1001,Gra
003,1002,F
003,1003,F
003,1005,Gra
003,1006,F
003,1008,Gra
003,1010,Gra
003,1011,Gra
003,1012,Gra
003,1014,Gra
003,1015,Gra
003,1017,Lym
003,1018,Gra
003,1019,Gra
003,1020,C
003,1021,G
003,1022,Gra
003,1023,Gra
003,1024,Gra
003,1027,Gra
003,1028,Gra
003,1030,Mono
003,1032,Gra
003,1033,Lym
003,1034,G
003,1035,Lym
003,1036,Gra
003,1037,H
003,1038,F
003,1039,Lym
003,1043,Gra
003,1044,Gra
003,1046,Gra
003,1048,F
003,1049,Gra
003,1050,Lym
003,1051,Gra
003,1052,F
003,1054,Gra
003,1056,Gra
003,1057,F
003,1058,F
003,1059,Lym
003,1060,Lym
003,1061,Gra
003,1062,Gra
003,1063,Gra
003,1064,Gra
003,1066,H
003,1068,Gra
003,1070,Gra
003,1071,F
003,1072,F
003,1073,F
003,1074,Gra
003,1075,Gra
003,1076,F
003,1077,F
003,1078,Gra
003,1079,Gra
003,1080,Gra
003,1081,Gra
003,1082,Gra
003,1083,Gra
003,1085,H
003,1086,H
003,1087,F
003,1088,Gra
003,1089,Gra
003,1090,Lym
003,1091,F
003,1092,Gra
003,1093,Gra
003,1094,Gra
003,1095,F
003,1096,Gra
003,1097,Gra
003,1098,F
003,1100,Lym
003,1101,F
003,1102,F
003,1105,F
003,1106,Gra
003,1108,Gra
003,1109,F
003,1110,Gra
003,1111,Gra
003,1113,Gra
003,1114,F
003,1115,F
003,1116,G
003,1117,Lym
003,1118,F
003,1119,F
003,1120,Gra
003,1121,F
003,1123,F
003,1125,F
003,1126,Gra
003,1127,F
003,1131,H
003,1132,F
003,1134,Lym
003,1135,Gra
003,1136,Gra
003,1137,F
003,1138,F
003,1140,Gra
003,1141,Gra
003,1144,Gra
003,1145,C
003,1146,Gra
003,1147,Gra
003,1148,Gra
003,1149,Gra
003,1150,Gra
003,1152,F
003,1153,Lym
003,1154,F
003,1155,Gra
003,1157,Lym
003,1158,Gra
003,1159,Lym
003,1162,Gra
003,1163,Gra
003,1166,C
003,1167,F
003,1168,Gra
003,1169,F
003,1170,F
003,1171,Gra
003,1173,F
003,1174,F
003,1175,F
003,1176,Gra
003,1177,F
003,1179,F
003,1182,Gra
003,1183,Lym
003,1184,Gra
003,1185,F
003,1186,F
003,1188,F
003,1190,Gra
003,1191,H
003,1192,Gra
003,1193,Gra
003,1195,F
003,1196,F
003,1197,Gra
003,1198,Lym
003,1199,F
003,1200,Gra
003,1201,Gra
003,1205,Gra
003,1207,Lym
003,1209,F
003,1210,F
003,1211,G
003,1212,Gra
003,1214,Lym
003,1215,F
003,1216,Gra
003,1217,Gra
003,1219,F
003,1221,F
003,1222,F
003,1224,F
003,1226,F
003,1227,Gra
003,1228,Gra
003,1229,Gra
003,1230,Gra
003,1231,Lym
003,1232,Lym
003,1233,F
003,1234,F
003,1236,Lym
003,1238,F
003,1239,F
003,1240,Gra
003,1241,Gra
003,1244,F
003,1245,Gra
003,1246,F
003,1247,F
003,1249,F
003,1250,Gra
003,1251,Gra
003,1254,Gra
003,1257,Gra
003,1260,Lym
003,1261,Gra
003,1262,Gra
003,1265,F
003,1266,G
003,1267,G
003,1268,F
003,1269,F
003,1270,Gra
003,1271,Gra
003,1272,F
003,1275,Lym
003,1276,Gra
003,1278,Gra
003,1279,Gra
003,1281,Gra
003,1283,F
003,1284,G
003,1285,Gra
003,1286,Lym
003,1287,Gra
003,1288,Gra
003,1289,Lym
003,1290,F
003,1291,Gra
003,1292,F
003,1293,F
003,1296,Gra
003,1297,Lym
003,1298,Gra
003,1299,F
003,1300,Gra
003,1302,F
003,1303,F
003,1304,Gra
003,1305,Gra
003,1306,G
003,1307,Gra
003,1308,Gra
003,1309,F
003,1310,Gra
003,1311,F
003,1312,Gra
003,1314,Gra
003,1316,H
003,1317,Gra
003,1318,H
003,1319,Gra
003,1320,Gra
003,1321,Lym
003,1323,Gra
003,1324,Gra
003,1325,Gra
003,1326,Lym
003,1328,F
003,1330,Gra
003,1331,C
003,1332,Lym
003,1336,Gra
003,1337,F
003,1341,F
003,1342,F
003,1344,Gra
003,1345,Gra
003,1346,Gra
003,1348,Gra
003,1349,Lym
003,1350,Gra
003,1351,Gra
003,1352,Gra
003,1353,Gra
003,1355,Gra
003,1356,Gra
003,1357,F
003,1358,F
003,1359,Gra
003,1360,Gra
003,1361,Gra
003,1364,Gra
003,1365,F
003,1366,F
003,1369,Gra
003,1372,Gra
003,1373,Gra
003,1374,Gra
003,1375,F
003,1377,Lym
003,1379,Gra
003,1380,Lym
003,1382,Gra
003,1384,Gra
003,1385,F
003,1386,Gra
003,1387,F
003,1388,Lym
003,1389,G
003,1392,Gra
003,1393,F
003,1394,Gra
003,1395,H
003,1396,Gra
003,1400,Gra
003,1401,Gra
003,1402,Lym
003,1403,C
003,1404,H
003,1405,Gra
003,1407,Gra
003,1408,F
003,1409,F
003,1410,Gra
003,1411,Gra
003,1412,Gra
003,1414,Gra
003,1415,Lym
003,1416,Gra
003,1417,Gra
003,1419,F
003,1420,Gra
003,1421,Lym
003,1422,H
003,1423,Lym
003,1424,Gra
003,1425,F
003,1427,Lym
003,1428,H
003,1429,F
003,1430,F
003,1431,F
003,1436,F
003,1437,C
003,1438,F
003,1442,Gra
003,1443,F
003,1444,Lym
003,1446,F
003,1448,Lym
003,1449,F
003,1450,Gra
003,1451,Gra
003,1452,Mono
003,1453,Gra
003,1454,G
003,1456,Gra
003,1458,H
003,1459,F
003,1460,F
003,1461,F
003,1462,Gra
003,1466,F
003,1469,F
003,1470,Lym
003,1471,Gra
003,1474,F
003,1475,G
003,1476,F
003,1477,F
003,1478,Gra
003,1481,F
003,1482,F
003,1488,F
003,1489,Gra
003,1490,Gra
003,1491,F
003,1492,Gra
003,1493,F
003,1494,F
003,1495,F
003,1496,F
003,1498,Gra
003,1499,Gra
003,1501,F
003,1502,Gra
003,1503,F
003,1504,G
003,1506,F
003,1507,Gra
003,1508,F
003,1509,Mono
003,1510,F
003,1511,F
003,1512,Lym
003,1513,F
003,1515,Gra
003,1516,Lym
003,1518,G
003,1519,Gra
003,1520,G
003,1521,F
003,1522,Gra
003,1523,C
003,1524,Gra
003,1525,F
003,1526,C
003,1527,F
003,1528,F
003,1529,Gra
003,1530,Gra
003,1532,Lym
003,1533,F
003,1534,Gra
003,1535,Mono
003,1536,Lym
003,1537,G
003,1538,Lym
003,1539,F
003,1540,H
003,1543,F
003,1545,F
003,1546,F
003,1549,G
003,1550,Lym
003,1552,Gra
003,1553,H
003,1554,Gra
003,1555,F
003,1556,Lym
003,1557,Gra
003,1560,Lym
003,1561,F
003,1563,F
003,1567,Gra
003,1568,Lym
003,1569,Gra
003,1570,Gra
003,1571,F
003,1572,F
003,1573,Gra
003,1574,Gra
003,1575,Gra
003,1576,Lym
003,1577,Gra
003,1578,F
003,1579,Gra
003,1581,Mono
003,1584,Gra
003,1585,F
003,1586,F
003,1588,Gra
003,1589,Gra
003,1591,Gra
003,1593,F
003,1594,F
003,1595,F
003,1597,C
003,1599,Lym
003,1601,C
003,1602,Lym
003,1603,F
003,1605,Mono
003,1606,H
003,1607,Gra
003,1609,Gra
003,1610,F
003,1612,Gra
003,1613,Gra
003,1614,F
003,1615,C
003,1619,F
003,1620,Gra
003,1621,Gra
003,1622,F
003,1625,Gra
003,1626,Gra
003,1627,F
003,1628,C
003,1629,Gra
003,1630,F
003,1631,Gra
003,1633,F
003,1634,Gra
003,1637,Gra
003,1639,F
003,1641,Gra
003,1643,F
003,1647,G
003,1649,Gra
003,1650,Gra
003,1651,Gra
003,1653,Gra
003,1655,Lym
003,1660,Gra
003,1661,F
003,1662,F
003,1663,Gra
003,1664,F
003,1668,F
003,1669,G
003,1670,Lym
003,1671,F
003,1676,F
003,1678,Gra
003,1679,Gra
003,1680,Lym
003,1681,H
003,1682,F
003,1685,Gra
003,1686,Gra
003,1687,Gra
003,1688,Gra
003,1690,Gra
003,1692,F
003,1693,Gra
003,1694,Gra
003,1695,Lym
003,1696,Lym
003,1698,F
003,1699,Gra
003,1700,Lym
003,1701,Gra
003,1702,Gra
003,1703,Gra
003,1704,Gra
003,1705,F
003,1706,Gra
003,1707,F
003,1709,Gra
003,1711,F
003,1712,Lym
003,1713,Gra
003,1715,H
003,1718,F
003,1720,Gra
003,1724,Gra
003,1726,Gra
003,1729,F
003,1732,F
003,1733,Gra
003,1734,Gra
003,1735,C
003,1739,Gra
003,1740,F
003,1742,F
003,1743,Gra
003,1744,Gra
003,1745,Gra
003,1746,Gra
003,1747,Gra
003,1748,F
003,1749,F
003,1751,F
003,1752,Gra
003,1754,Gra
003,1755,Gra
003,1756,H
003,1757,C
003,1758,Gra
003,1759,Gra
003,1761,H
003,1764,Lym
003,1765,Gra
003,1766,Gra
003,1767,Lym
003,1768,Gra
003,1769,F
003,1770,Gra
003,1771,F
003,1772,Gra
003,1773,Gra
003,1774,Gra
003,1776,H
003,1778,F
003,1780,Gra
003,1781,F
003,1783,C
003,1784,Gra
003,1786,F
003,1787,F
003,1788,Gra
003,1789,F
003,1790,Gra
003,1792,C
003,1794,F
003,1795,Gra
003,1796,F
003,1797,F
003,1801,F
003,1802,Gra
003,1804,G
003,1805,Lym
003,1806,F
003,1807,F
003,1808,Gra
003,1810,F
003,1811,F
003,1812,F
003,1814,F
003,1815,F
003,1816,Gra
003,1817,F
003,1818,Gra
003,1819,Gra
003,1820,Gra
003,1822,Gra
003,1823,H
003,1824,Lym
003,1827,Gra
003,1828,Lym
003,1829,F
003,1830,Gra
003,1831,Gra
003,1832,F
003,1833,F
003,1834,F
003,1836,Gra
003,1837,Gra
003,1839,Gra
003,1840,F
003,1842,Gra
003,1843,Gra
003,1844,F
003,1845,Gra
003,1846,F
003,1847,Gra
003,1848,H
003,1851,F
003,1853,F
003,1854,F
003,1856,F
003,1857,Gra
003,1861,F
003,1863,Gra
003,1864,Gra
003,1866,Gra
003,1867,Gra
003,1869,F
003,1870,Gra
003,1871,Gra
003,1873,Gra
003,1876,Gra
003,1877,Gra
003,1878,Lym
003,1880,F
003,1882,F
003,1883,Lym
003,1884,F
003,1885,Gra
003,1886,Lym
003,1889,Gra
003,1890,F
003,1891,G
003,1893,F
003,1894,Lym
003,1895,Gra
003,1896,Gra
003,1897,H
003,1899,F
003,1900,H
003,1901,Lym
003,1904,Gra
003,1905,Gra
003,1906,Gra
003,1908,Gra
003,1909,Gra
003,1911,Gra
003,1912,F
003,1915,Gra
003,1916,C
003,1918,F
003,1920,Gra
003,1921,H
003,1922,F
003,1925,Gra
003,1926,H
003,1927,Gra
003,1928,F
003,1929,Gra
003,1930,F
003,1931,H
003,1932,Gra
003,1933,Gra
003,1935,Gra
003,1936,Gra
003,1938,F
003,1940,Gra
003,1941,G
003,1942,F
003,1943,Gra
003,1944,F
003,1945,Gra
003,1947,Gra
003,1948,Lym
003,1949,F
003,1951,Gra
003,1952,F
003,1955,F
003,1956,H
003,1957,F
003,1958,G
003,1959,F
003,1960,Gra
003,1961,Lym
003,1962,Gra
003,1963,Lym
003,1965,F
003,1966,Gra
003,1967,Gra
003,1968,Gra
003,1969,F
003,1970,F
003,1971,Gra
003,1973,Gra
003,1974,Gra
003,1976,Gra
003,1978,F
003,1979,Gra
003,1980,H
003,1981,G
003,1982,F
003,1983,F
003,1984,F
003,1985,F
003,1986,H
003,1988,Gra
003,1989,Gra
003,1990,Gra
003,1993,F
003,1995,F
003,1998,F
003,2001,F
003,2002,F
003,2004,F
003,2005,Gra
003,2007,F
003,2009,Gra
003,2010,F
003,2011,F
003,2012,Gra
003,2013,Gra
003,2014,Gra
003,2016,F
003,2017,Gra
003,2018,Gra
003,2019,F
003,2021,Gra
003,2022,Lym
003,2023,Gra
003,2024,Lym
003,2025,F
003,2026,Mono
003,2027,Gra
003,2028,H
003,2029,G
003,2030,Lym
003,2031,Lym
003,2032,Gra
003,2033,F
003,2035,Gra
003,2036,F
003,2037,F
003,2038,Lym
003,2041,Gra
003,2042,F
003,2043,F
003,2044,Gra
003,2045,F
003,2046,F
003,2047,Gra
003,2048,G
003,2051,Gra
003,2052,Lym
003,2054,F
003,2055,Gra
003,2057,F
003,2058,Gra
003,2059,Gra
003,2060,F
003,2061,Gra
003,2063,Gra
003,2065,Lym
003,2066,F
003,2067,G
003,2068,F
003,2069,F
003,2070,Gra
003,2071,F
003,2072,Gra
003,2073,F
003,2074,Gra
003,2075,F
003,2076,Lym
003,2078,Lym
003,2079,Gra
003,2080,F
003,2081,G
003,2082,Gra
003,2083,F
003,2084,F
003,2086,F
003,2087,Gra
003,2091,Gra
003,2094,Lym
003,2098,Gra
003,2099,F
003,2100,C
003,2102,Gra
003,2103,G
003,2104,F
003,2107,F
003,2109,F
003,2110,F
003,2111,F
003,2113,Gra
003,2114,Lym
003,2115,F
003,2118,Gra
003,2119,H
003,2120,Lym
003,2122,Gra
003,2125,Gra
003,2128,F
003,2130,F
003,2131,Gra
003,2132,Gra
003,2134,F
003,2137,Gra
003,2139,F
003,2140,Gra
003,2141,F
003,2145,F
003,2146,Gra
003,2147,G
003,2148,F
003,2149,Gra
003,2150,Lym
003,2152,F
003,2154,F
003,2155,Gra
003,2156,F
003,2157,F
003,2158,Gra
003,2159,Gra
003,2160,Gra
003,2162,Gra
003,2164,F
003,2165,Lym
003,2166,F
003,2167,Lym
003,2168,G
003,2169,F
003,2170,G
003,2172,Lym
003,2173,F
003,2174,F
003,2175,Gra
003,2180,Gra
003,2181,F
003,2182,Gra
003,2183,Gra
003,2185,Lym
003,2186,Gra
003,2187,F
003,2188,F
003,2190,F
003,2191,Gra
003,2195,F
003,2196,Lym
003,2198,Gra
003,2199,Mono
003,2200,F
003,2202,F
003,2203,Gra
003,2204,Gra
003,2205,Lym
003,2206,Gra
003,2207,Lym
003,2210,F
003,2211,F
003,2212,Gra
003,2213,F
003,2214,G
003,2216,F
003,2217,Gra
003,2218,F
003,2220,Gra
003,2221,Gra
003,2222,F
003,2223,Gra
003,2225,Gra
003,2226,F
003,2228,F
003,2229,Gra
003,2230,F
003,2231,Gra
003,2232,Gra
003,2233,F
003,2234,Gra
003,2236,Lym
003,2237,H
003,2239,Lym
003,2240,Gra
003,2242,Gra
003,2243,Gra
003,2244,Gra
003,2245,Gra
003,2246,Gra
003,2248,Gra
003,2251,F
003,2253,H
003,2254,F
003,2256,F
003,2257,Gra
003,2259,C
003,2260,G
003,2262,Gra
003,2263,Gra
003,2264,Lym
003,2266,Lym
003,2267,Gra
003,2268,Gra
003,2269,F
003,2270,F
003,2271,F
003,2272,Gra
003,2273,Gra
003,2274,Gra
003,2280,F
003,2281,Gra
003,2282,Gra
003,2284,Gra
003,2287,G
003,2288,F
003,2290,F
003,2291,Gra
003,2292,F
003,2294,Gra
003,2295,F
003,2297,Gra
003,2299,Gra
003,2301,Gra
003,2302,F
003,2303,Gra
003,2304,Gra
003,2305,F
003,2306,Gra
003,2307,Gra
003,2310,H
003,2311,Gra
003,2312,Gra
003,2314,Gra
003,2316,Gra
003,2317,F
003,2319,F
003,2320,G
003,2321,Lym
003,2326,F
003,2328,Gra
003,2330,F
003,2331,F
003,2333,Gra
003,2334,Gra
003,2336,F
003,2339,F
003,2340,F
003,2341,Gra
003,2342,F
003,2343,G
003,2344,H
003,2345,Gra
003,2346,Gra
003,2347,Gra
003,2349,Gra
003,2350,Gra
003,2351,F
003,2352,Gra
003,2354,F
003,2356,Lym
003,2357,C
003,2358,F
003,2360,Gra
003,2361,F
003,2363,G
003,2365,F
003,2366,Gra
003,2367,Gra
003,2368,F
003,2369,G
003,2370,Gra
003,2372,F
003,2373,Gra
003,2375,Lym
003,2376,Gra
003,2377,Gra
003,2378,F
003,2379,Gra
003,2380,F
003,2381,Gra
003,2382,Gra
003,2383,Gra
003,2384,C
003,2385,Gra
003,2386,F
003,2387,Gra
003,2389,Gra
003,2390,Gra
003,2391,F
003,2392,F
003,2393,Lym
003,2395,Gra
003,2396,Lym
003,2397,Gra
003,2399,F
003,2400,Gra
003,2402,F
003,2403,F
003,2405,G
003,2406,G
003,2407,Gra
003,2408,Lym
003,2409,F
003,2410,Gra
003,2411,F
003,2413,F
003,2414,Gra
003,2416,Gra
003,2417,Gra
003,2418,Lym
003,2419,Gra
003,2420,Gra
003,2423,Gra
003,2425,Gra
003,2426,Gra
003,2427,Lym
003,2428,Gra
003,2429,F
003,2430,F
003,2431,F
003,2432,F
003,2434,F
003,2435,Gra
003,2436,F
003,2438,C
003,2439,Gra
003,2440,Lym
003,2441,Gra
003,2442,Gra
003,2443,Gra
003,2446,Gra
003,2448,F
003,2449,Gra
003,2450,Gra
003,2451,Gra
003,2453,Gra
003,2455,Gra
003,2458,Gra
003,2459,F
003,2461,F
003,2462,G
003,2463,Gra
003,2464,H
003,2465,G
003,2466,F
003,2468,F
003,2469,F
